"experiment","strategy","weeks","mae","rmse","r2","mape","median_ae"
"multitransfer_ablation","pretransfer","8","77.4424057006836","98.73545680092587","-0.005579710006713867","8.603048","66.92633"
"multitransfer_ablation","pretransfer","16","81.40062713623047","99.26902761561634","-0.007901787757873535","9.176965","77.02048"
"multitransfer_ablation","pretransfer","32","36.8282585144043","62.66626907114285","0.6129533648490906","4.4567394","21.708557"
"multitransfer_ablation","pretransfer","64","39.189823150634766","65.67924469414785","0.48978114128112793","4.7292256","24.533386"
"multitransfer_ablation","pretransfer","104","35.38523864746094","59.303791592659785","0.46350622177124023","4.1794834","22.84021"
"multitransfer_ablation","multitransfer_n1","1","643.0928344726562","645.0814144354184","-172.09083557128906","64.24745","634.47754"
"multitransfer_ablation","multitransfer_n1","2","609.7227172851562","611.7002942618223","-154.6404266357422","60.906494","601.9878"
"multitransfer_ablation","multitransfer_n1","4","543.6974487304688","545.9044387527913","-122.95906829833984","54.28609","536.06036"
"multitransfer_ablation","multitransfer_n1","8","336.0258483886719","349.9619622187531","-11.633156776428223","34.564316","354.1236"
"multitransfer_ablation","multitransfer_n1","16","52.11499786376953","73.59810563012984","0.44598186016082764","5.759838","34.71689"
"multitransfer_ablation","multitransfer_n1","32","44.82497787475586","70.68481979887902","0.5075660943984985","5.276771","27.830109"
"multitransfer_ablation","multitransfer_n1","64","42.374794006347656","68.30200628458874","0.4482184648513794","5.0512295","28.297424"
"multitransfer_ablation","multitransfer_n1","104","38.53666687011719","60.510842100558726","0.4414447546005249","4.537915","26.266937"
"multitransfer_ablation","multitransfer_n2","1","771.9273071289062","773.5036764618511","-247.86843872070312","77.17115","764.115"
"multitransfer_ablation","multitransfer_n2","2","742.6993408203125","744.3171367098839","-229.4416961669922","74.24159","735.0504"
"multitransfer_ablation","multitransfer_n2","4","678.873046875","680.641517246781","-191.70008850097656","67.84127","671.23694"
"multitransfer_ablation","multitransfer_n2","8","473.9770202636719","484.09206252530106","-23.172754287719727","49.2443","492.2636"
"multitransfer_ablation","multitransfer_n2","16","81.30430603027344","104.25556883357598","-0.11170423030853271","8.913939","60.810425"
"multitransfer_ablation","multitransfer_n2","32","41.93314743041992","68.38181952966373","0.5391316413879395","5.0029407","25.800476"
"multitransfer_ablation","multitransfer_n2","64","42.809593200683594","69.25032081942834","0.4327901005744934","5.114515","28.459595"
"multitransfer_ablation","multitransfer_n2","104","39.00676727294922","61.623205317426894","0.42072027921676636","4.58562","26.34079"
"multitransfer_ablation","multitransfer_n3","1","846.5748901367188","847.9958357798698","-298.1110534667969","84.65799","838.92914"
"multitransfer_ablation","multitransfer_n3","2","825.3486328125","826.8039746517913","-283.3479919433594","82.52958","817.71106"
"multitransfer_ablation","multitransfer_n3","4","779.4337158203125","780.9744313996457","-252.69895935058594","77.92534","771.79944"
"multitransfer_ablation","multitransfer_n3","8","614.1256103515625","621.967643852958","-38.90302276611328","64.16945","632.42505"
"multitransfer_ablation","multitransfer_n3","16","259.2929382324219","276.4718000990336","-6.817940711975098","28.567904","240.92432"
"multitransfer_ablation","multitransfer_n3","32","79.81971740722656","102.20840286976164","-0.02960073947906494","9.350455","66.276"
"multitransfer_ablation","multitransfer_n3","64","43.28443908691406","68.6444929054764","0.4426710605621338","5.186187","29.55243"
"multitransfer_ablation","multitransfer_n3","104","39.35029983520508","62.07452245398771","0.41220414638519287","4.626941","26.798126"
"multitransfer_ablation","multitransfer_n4","1","883.1419677734375","884.5625684483829","-324.4634094238281","88.32265","877.7835"
"multitransfer_ablation","multitransfer_n4","2","847.1430053710938","848.5394436913348","-298.4946594238281","84.722885","843.6921"
"multitransfer_ablation","multitransfer_n4","4","799.8872680664062","801.5804310859891","-266.26324462890625","79.98288","795.8154"
"multitransfer_ablation","multitransfer_n4","8","617.4701538085938","625.1331858092321","-39.31023406982422","64.548096","634.9054"
"multitransfer_ablation","multitransfer_n4","16","297.8514404296875","339.0338524764157","-10.756467819213867","32.982662","261.5235"
"multitransfer_ablation","multitransfer_n4","32","67.29144287109375","93.56051684604996","0.13725817203521729","7.832344","50.15695"
"multitransfer_ablation","multitransfer_n4","64","45.56612014770508","71.62678608157007","0.39319223165512085","5.4230204","30.80774"
"multitransfer_ablation","multitransfer_n4","104","41.67404556274414","64.27485383832078","0.3697947859764099","4.865357","29.359497"
"multitransfer_ablation","multitransfer_n5","1","877.2138061523438","878.5944030097164","-320.0863952636719","87.72961","869.13446"
"multitransfer_ablation","multitransfer_n5","2","855.6411743164062","857.0482410576432","-304.53118896484375","85.56703","847.9103"
"multitransfer_ablation","multitransfer_n5","4","809.5565795898438","811.0401115234683","-272.60858154296875","80.94603","801.9222"
"multitransfer_ablation","multitransfer_n5","8","642.2994384765625","649.8021814367816","-42.55445098876953","67.16981","660.6019"
"multitransfer_ablation","multitransfer_n5","16","272.1339416503906","288.6425801272224","-7.521410942077637","30.026514","252.57513"
"multitransfer_ablation","multitransfer_n5","32","43.86624526977539","68.95365432892227","0.5313915014266968","5.200756","27.198578"
"multitransfer_ablation","multitransfer_n5","64","42.41530227661133","68.41706672703273","0.4463578462600708","5.1565423","28.744507"
"multitransfer_ablation","multitransfer_n5","104","39.32658004760742","61.972037623960894","0.4141433835029602","4.6368375","27.335907"
"multitransfer_ablation","multitransfer_n10","1","675.9131469726562","678.5713623120268","-190.52969360351562","67.544304","660.5949"
"multitransfer_ablation","multitransfer_n10","2","620.2496337890625","622.3633886243631","-160.1139373779297","61.959274","606.687"
"multitransfer_ablation","multitransfer_n10","4","544.5848999023438","547.0417031634792","-123.47607421875","54.371387","532.3104"
"multitransfer_ablation","multitransfer_n10","8","334.14361572265625","348.08270613821077","-11.497843742370605","34.36804","352.14026"
"multitransfer_ablation","multitransfer_n10","16","57.25634765625","82.9707008951428","0.2958904504776001","6.33725","36.911346"
"multitransfer_ablation","multitransfer_n10","32","44.34026336669922","70.7639672608878","0.5064626932144165","5.322945","26.228302"
"multitransfer_ablation","multitransfer_n10","64","44.56529998779297","70.79713880716685","0.4071679711341858","5.3107233","30.25476"
"multitransfer_ablation","multitransfer_n10","104","40.3309326171875","63.01113066665781","0.3943324685096741","4.692096","28.1474"
"multitransfer_ablation","multitransfer_n15","1","510.4773864746094","512.831660976582","-108.3943099975586","50.954636","502.6298"
"multitransfer_ablation","multitransfer_n15","2","465.2371520996094","467.8139487285517","-90.03143310546875","46.418243","457.5647"
"multitransfer_ablation","multitransfer_n15","4","371.2796630859375","374.5030457152518","-57.338565826416016","36.99639","363.57532"
"multitransfer_ablation","multitransfer_n15","8","120.6124038696289","136.80051483592817","-0.9303927421569824","12.418303","115.91217"
"multitransfer_ablation","multitransfer_n15","16","36.023582458496094","53.875337604075625","0.7031270265579224","4.2165356","27.618896"
"multitransfer_ablation","multitransfer_n15","32","41.9473762512207","66.40398893209466","0.5654057860374451","5.032446","28.060822"
"multitransfer_ablation","multitransfer_n15","64","41.870994567871094","67.85464560136984","0.45542287826538086","5.0774326","28.979248"
"multitransfer_ablation","multitransfer_n15","104","37.739471435546875","61.22676935096486","0.42814958095550537","4.4721313","24.708069"
